# Date:     2022-12-06 07:16:37
# Database: ocvs
# Target:   smc_cepheids
# Query:    TRUE 
# Objects:  4951
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-SMC-CEP-0674	F	11.172420	-73.134028	16.710	17.501	0.791	2.0200614	0.0000070	6001.92482	0.345	0.445	4.403	0.217	2.667	SMC_SC3_148798	SMC125.4.14742	SMC719.07.458	-99.99	
OGLE-SMC-CEP-0675	F	11.175420	-73.706306	17.377	17.977	0.600	1.2363777	0.0000012	6000.69743	0.658	0.458	4.101	0.314	1.948	-99.99	SMC128.4.18247	SMC720.22.912	-99.99	
OGLE-SMC-CEP-0676	F	11.178540	-73.288944	17.512	18.332	0.820	1.3388083	0.0000012	6000.12243	0.748	0.478	4.130	0.325	2.062	SMC_SC3_134678	SMC125.3.16351	SMC720.30.2642	-99.99	
OGLE-SMC-CEP-0678	F	11.182005	-73.405861	16.448	17.076	0.628	2.0562997	0.0000019	6001.47015	0.762	0.507	4.144	0.301	2.147	SMC_SC3_125897	SMC125.2.13250	SMC720.30.254	HV1397	
OGLE-SMC-CEP-0679	F	11.182035	-73.176000	17.171	17.844	0.673	1.2946880	0.0000010	6001.22305	0.654	0.475	4.146	0.326	2.030	SMC_SC3_144529	SMC125.3.49845	SMC720.30.34187	-99.99	
OGLE-SMC-CEP-0680	1	11.186085	-72.973806	16.344	16.926	0.582	1.4839055	0.0000039	6000.54424	0.279	0.171	4.685	0.058	3.794	SMC_SC3_157142	SMC126.1.18915	SMC719.07.29704	-99.99	
OGLE-SMC-CEP-0681	F	11.186910	-73.331167	17.074	17.652	0.578	1.2176349	0.0000016	6000.35358	0.409	0.472	4.102	0.296	1.923	SMC_SC3_130423	SMC125.2.42662	SMC720.30.929	-99.99	
OGLE-SMC-CEP-0682	F	11.190165	-72.756917	16.927	17.614	0.687	1.6776929	0.0000024	6000.07680	0.425	0.444	4.343	0.281	2.564	SMC_SC3_172465	SMC126.2.15813	SMC719.15.408	-99.99	
OGLE-SMC-CEP-0683	F	11.192160	-73.228194	16.810	17.554	0.744	1.8784953	0.0000022	6001.49878	0.624	0.518	4.253	0.369	2.442	SMC_SC3_139563	SMC125.3.49561	SMC720.30.33972	-99.99	
OGLE-SMC-CEP-0684	F	11.195160	-73.133306	16.000	16.789	0.789	3.2183076	0.0000097	6002.38634	0.446	0.476	4.645	0.255	3.089	SMC_SC3_213132	SMC125.4.14628	SMC719.07.178	-99.99	
OGLE-SMC-CEP-0685	F	11.199165	-73.218417	16.849	17.427	0.578	1.4027251	0.0000010	6001.20247	0.695	0.490	4.041	0.311	1.947	SMC_SC3_202934	SMC125.3.49565	SMC720.30.34012	-99.99	
OGLE-SMC-CEP-0686	1	11.204715	-73.065417	16.268	16.949	0.681	1.7401800	0.0000055	6001.73900	0.251	0.126	4.815	0.035	4.367	SMC_SC3_217552	SMC125.4.43753	SMC719.07.289	-99.99	
OGLE-SMC-CEP-0687	1	11.207415	-73.232833	16.879	17.703	0.824	1.4404710	0.0000052	6001.04904	0.205	0.134	4.967	0.046	4.175	SMC_SC3_202894	SMC125.3.49568	SMC720.30.33952	-99.99	
OGLE-SMC-CEP-0688	F	11.208630	-73.358306	16.449	17.280	0.831	3.4630474	0.0000209	6001.45434	0.193	0.223	4.791	0.033	2.881	SMC_SC3_193366	SMC125.2.42530	SMC720.30.335	-99.99	
OGLE-SMC-CEP-0689	F	11.215410	-73.565889	16.051	16.806	0.755	3.0429353	0.0000073	6001.32712	0.336	0.395	4.676	0.174	3.050	SMC_SC3_178185	SMC125.1.9703	SMC720.22.18208	-99.99	
OGLE-SMC-CEP-0690	1	11.218875	-73.186556	17.767	18.489	0.722	0.6678257	0.0000020	6000.07885	0.299	0.286	3.904	0.141	1.856	-99.99	SMC125.3.49908	SMC720.30.35407	-99.99	
OGLE-SMC-CEP-0691	1	11.219040	-72.785333	16.755	17.276	0.521	1.0632757	0.0000013	6001.02511	0.362	0.265	4.297	0.096	2.191	SMC_SC3_238395	SMC126.2.15826	SMC719.15.342	-99.99	
OGLE-SMC-CEP-0692	F	11.220960	-73.267250	16.886	17.537	0.651	1.5806374	0.0000012	6000.25282	0.770	0.499	4.147	0.371	2.139	SMC_SC3_198018	SMC125.3.16075	SMC720.30.33792	-99.99	
OGLE-SMC-CEP-0693	1	11.220960	-74.304583	17.546	18.133	0.587	0.7575745	0.0000022	6000.23823	0.198	0.183	3.645	0.083	1.490	-99.99	SMC129.4.5674	SMC720.05.456	-99.99	
OGLE-SMC-CEP-0694	F	11.223210	-73.290000	14.988	16.041	1.053	9.1447768	0.0000368	6001.27359	0.530	0.249	5.321	0.260	4.155	SMC_SC3_197915	SMC125.3.15853	SMC720.30.213	HV1399	
OGLE-SMC-CEP-0695	F	11.225130	-73.438028	14.857	-99.99	-99.99	8.6689984	0.0000248	6003.05617	0.263	0.296	5.962	0.051	4.480	SMC_SC3_189129	SMC125.2.13212	SMC720.30.380D	-99.99	
OGLE-SMC-CEP-0696	1	11.226330	-72.930472	15.779	16.421	0.642	2.3590459	0.0000083	6000.84265	0.230	0.032	3.991	0.063	5.142	SMC_SC3_226052	SMC126.1.18740	SMC719.07.29776	-99.99	
OGLE-SMC-CEP-0697	F	11.238420	-73.911389	17.941	18.623	0.682	0.9436448	0.0000015	6000.69106	0.477	0.297	3.547	0.294	1.085	-99.99	SMC128.3.13284	SMC720.13.1107	-99.99	
OGLE-SMC-CEP-0698	F	11.251245	-73.251000	16.230	17.047	0.817	2.7444152	0.0000077	6001.28414	0.301	0.388	4.505	0.170	2.805	SMC_SC3_202785	SMC125.3.15940	SMC720.30.33503	-99.99	
OGLE-SMC-CEP-0699	1	11.255580	-73.508944	16.277	17.126	0.849	0.7461570	0.0000015	6000.14829	0.107	0.283	3.845	0.080	1.705	SMC_SC3_181237	SMC125.1.31323	SMC720.22.18284	-99.99	
OGLE-SMC-CEP-0700	F	11.255835	-73.208861	15.347	16.084	0.737	4.3409513	0.0000072	6001.34322	0.587	0.496	4.640	0.276	3.081	SMC_SC3_202766	SMC125.3.49359	SMC720.30.33384	HV1401	
OGLE-SMC-CEP-0701	F	11.257875	-74.007056	16.712	17.323	0.611	1.6360128	0.0000018	6001.44735	0.576	0.485	4.279	0.346	2.357	-99.99	SMC128.2.9419	SMC720.13.263	-99.99	
OGLE-SMC-CEP-0702	1	11.257995	-73.386000	16.408	16.698	0.290	1.1677786	0.0000141	6000.82702	0.062	0.136	3.056	0.000	-99.99	-99.99	SMC125.2.42550	SMC720.30.279	-99.99	uncertain
OGLE-SMC-CEP-0703	F1	11.260215	-73.583944	17.339	18.086	0.747	1.3758221	0.0000158	6001.24451	0.102	0.109	4.268	0.000	-99.99	-99.99	SMC125.1.10009	SMC720.22.18994	-99.99	
OGLE-SMC-CEP-0704	F	11.264415	-73.254722	15.206	15.901	0.695	4.5114318	0.0000071	6001.67203	0.627	0.485	4.624	0.274	3.042	SMC_SC3_202734	SMC125.3.15861	SMC720.30.33336	HV1405	
OGLE-SMC-CEP-0705	F	11.264835	-73.307806	14.588	15.428	0.840	10.4850576	0.0000802	6003.71024	0.443	0.186	4.581	0.097	5.507	SMC_SC3_197911	SMC125.3.15826	SMC720.30.53	HV11116	
OGLE-SMC-CEP-0706	F	11.267505	-73.170083	16.760	17.693	0.933	2.1960326	0.0000086	6002.19575	0.248	0.356	4.402	0.138	2.771	SMC_SC3_208529	SMC125.4.14813	SMC720.30.34224	-99.99	
OGLE-SMC-CEP-0707	F	11.268090	-72.747333	17.532	18.135	0.603	0.9985363	0.0000026	6000.98977	0.359	0.280	-99.99	0.263	-99.99	-99.99	SMC126.2.16434	SMC719.15.1178	-99.99	
OGLE-SMC-CEP-0708	1	11.269290	-73.003278	16.462	17.005	0.543	1.2881898	0.0000020	6000.27821	0.365	0.226	4.382	0.100	2.725	SMC_SC3_221595	SMC126.1.18972	SMC719.07.405	-99.99	
OGLE-SMC-CEP-0709	F	11.269590	-72.984667	16.426	16.897	0.471	1.7320698	0.0000020	6001.35198	0.687	0.517	4.118	0.358	2.164	SMC_SC3_221614	SMC126.1.18973	SMC719.07.29681	HV1398	
OGLE-SMC-CEP-0710	1	11.270205	-73.705889	16.160	16.884	0.724	2.4191763	0.0000142	6000.09715	0.182	0.030	1.952	0.087	5.600	-99.99	SMC128.4.18006	SMC720.22.160	-99.99	
OGLE-SMC-CEP-0711	F	11.270370	-72.936556	16.496	17.039	0.543	1.6787896	0.0000028	6001.52164	0.304	0.431	4.272	0.238	2.434	SMC_SC3_226093	SMC126.1.18976	SMC719.07.29766	-99.99	
OGLE-SMC-CEP-0712	F	11.273880	-73.324389	16.984	17.740	0.756	1.6481459	0.0000035	6000.84706	0.354	0.388	4.373	0.200	2.609	SMC_SC3_198021	SMC125.3.16104	SMC720.30.960	-99.99	
OGLE-SMC-CEP-0713	1	11.274660	-73.264278	17.153	18.029	0.876	1.1120216	0.0000019	6000.38079	0.387	0.290	4.237	0.093	1.945	SMC_SC3_202831	SMC125.3.16106	SMC720.30.33813	-99.99	
OGLE-SMC-CEP-0714	F	11.275170	-73.288583	17.242	18.162	0.920	1.6855103	0.0000027	6000.19449	0.466	0.459	4.249	0.285	2.366	SMC_SC3_198087	SMC125.3.16105	SMC720.30.1132	-99.99	
OGLE-SMC-CEP-0715	F	11.275755	-73.153111	17.358	18.080	0.722	1.2411402	0.0000013	6000.99811	0.537	0.452	4.158	0.292	1.992	SMC_SC3_208570	SMC125.4.15172	SMC720.30.34299	-99.99	
OGLE-SMC-CEP-0716	F	11.277915	-72.914139	17.030	17.665	0.635	1.4266552	0.0000040	6000.25457	0.246	0.337	4.239	0.163	2.247	SMC_SC3_226219	SMC126.1.19614	SMC719.07.30205	-99.99	
OGLE-SMC-CEP-0717	F	11.286870	-72.967333	16.728	17.410	0.682	1.7213755	0.0000030	6001.09574	0.336	0.417	4.305	0.227	2.466	SMC_SC3_226065	SMC126.1.18989	SMC719.07.30026	-99.99	
OGLE-SMC-CEP-0718	1	11.288370	-73.252528	16.911	-99.99	-99.99	1.0876913	0.0000023	6000.69620	0.313	0.231	4.266	0.098	2.451	SMC_SC3_202848	SMC125.3.16120	SMC720.30.7183D	-99.99	
OGLE-SMC-CEP-0719	1	11.288580	-73.219389	16.577	17.163	0.586	1.3543459	0.0000194	6000.26063	0.104	0.000	-99.99	0.000	-99.99	SMC_SC3_202814	SMC125.3.49637	SMC720.30.34010	-99.99	
OGLE-SMC-CEP-0720	F	11.291880	-73.316139	16.692	-99.99	-99.99	1.8591147	0.0000050	6001.45505	0.404	0.443	4.305	0.271	2.584	SMC_SC3_197972	SMC125.3.16121	SMC720.30.597D	-99.99	
OGLE-SMC-CEP-0721	1	11.298120	-73.234417	16.286	-99.99	-99.99	1.4932837	0.0000097	6000.79894	0.261	0.176	4.738	0.046	3.939	SMC_SC3_202800	SMC125.3.49449	SMC720.30.7198D	-99.99	
OGLE-SMC-CEP-0722	F	11.298660	-73.452000	17.249	-99.99	-99.99	1.2440365	0.0000003	6001.02588	0.559	0.331	4.195	0.091	2.366	SMC_SC3_185073	SMC125.2.13806	SMC720.22.5311D	-99.99	
OGLE-SMC-CEP-0723	F	11.299590	-72.839611	15.295	16.192	0.897	1.5859789	0.0000014	6000.59515	0.115	0.468	4.309	0.255	2.181	SMC_SC3_234577	SMC126.2.15550	SMC719.07.6351D	-99.99	
OGLE-SMC-CEP-0724	F	11.301585	-72.960250	16.433	16.981	0.548	1.7792671	0.0000011	6001.32472	0.785	0.501	4.123	0.319	2.124	SMC_SC3_226072	SMC126.1.18996	SMC719.07.29731	HV1403	
OGLE-SMC-CEP-0725	1	11.301795	-73.554778	16.644	-99.99	-99.99	1.7403466	0.0000254	6000.91713	0.178	0.123	5.209	0.080	4.620	SMC_SC3_181203	SMC125.1.9797	SMC720.21.5631D	-99.99	
OGLE-SMC-CEP-0726	F	11.302380	-73.196389	17.528	-99.99	-99.99	1.7191043	0.0000117	6000.81162	0.573	0.478	4.293	0.312	2.397	SMC_SC3_208462	SMC125.3.58601	SMC720.30.7647D	-99.99	
OGLE-SMC-CEP-0727	1	11.303670	-74.305583	16.395	16.999	0.604	1.8742836	0.0000066	6001.33983	0.264	0.122	4.202	0.017	0.749	-99.99	SMC129.4.5482	SMC720.04.86	-99.99	
OGLE-SMC-CEP-0728	F	11.304840	-73.250278	16.713	-99.99	-99.99	2.5991791	0.0000308	6002.28286	0.253	0.326	4.574	0.121	2.733	SMC_SC3_202853	SMC125.3.58600	SMC720.30.7188D	-99.99	
OGLE-SMC-CEP-0729	F	11.305875	-72.810861	17.206	17.855	0.649	1.2400089	0.0000021	6000.22101	0.321	0.392	4.171	0.217	2.106	SMC_SC3_234693	SMC126.2.16503	SMC719.15.272	-99.99	
OGLE-SMC-CEP-0730	1	11.308335	-74.128583	16.976	17.598	0.622	1.1389366	0.0000041	6000.18582	0.214	0.196	4.619	0.071	2.913	-99.99	SMC128.1.8825	SMC720.04.9363	-99.99	
OGLE-SMC-CEP-0731	1	11.308500	-73.375611	16.687	17.374	0.687	1.3511301	0.0000071	6000.64638	0.294	0.187	4.299	0.053	3.254	SMC_SC3_193346	SMC125.2.50881	SMC720.29.868	-99.99	
OGLE-SMC-CEP-0732	F	11.310285	-73.490806	16.907	17.535	0.628	1.5925642	0.0000040	6001.13379	0.739	0.505	4.169	0.372	2.195	SMC_SC3_184987	SMC125.1.31454	SMC720.21.21327	LV5	
OGLE-SMC-CEP-0733	F	11.310630	-73.210528	15.672	-99.99	-99.99	4.5058455	0.0000189	6001.81694	0.620	0.495	4.681	0.264	3.149	SMC_SC3_202765	SMC125.3.58512	SMC720.29.8306D	-99.99	
OGLE-SMC-CEP-0734	1	11.311380	-73.588139	16.468	17.065	0.597	1.7376672	0.0000071	6000.58711	0.293	0.122	4.561	0.034	1.895	SMC_SC3_178173	SMC125.1.9800	SMC720.21.20687	-99.99	
OGLE-SMC-CEP-0735	1	11.313795	-73.458472	18.243	18.952	0.709	0.6026638	0.0000031	6000.18002	0.258	0.178	3.739	0.172	1.043	SMC_SC3_185377	SMC125.2.21360	SMC720.21.23037	-99.99	
OGLE-SMC-CEP-0736	1	11.314170	-73.376722	14.860	15.440	0.580	3.5606734	0.0000630	6000.54225	0.092	0.064	3.487	0.000	-99.99	SMC_SC3_193306	SMC125.2.50770	SMC720.29.113	-99.99	
OGLE-SMC-CEP-0737	F	11.317920	-72.889000	16.456	17.041	0.585	1.9147465	0.0000016	6001.26680	0.828	0.526	4.156	0.355	2.240	SMC_SC3_230499	SMC126.1.19010	SMC719.07.29836	HV1404	
OGLE-SMC-CEP-0738	1	11.324040	-73.349806	17.459	18.321	0.862	0.9837877	0.0000026	6000.00433	0.371	0.295	4.265	0.062	2.045	SMC_SC3_193460	SMC125.2.51083	SMC720.29.2342	-99.99	
OGLE-SMC-CEP-0739	F	11.325120	-73.137111	16.919	17.792	0.873	1.8692753	0.0000053	6001.31356	0.430	0.465	4.277	0.286	2.411	SMC_SC3_213197	SMC125.4.22623	SMC719.07.447	-99.99	
OGLE-SMC-CEP-0740	F	11.327625	-73.489639	16.349	16.990	0.641	2.2984777	0.0000061	6001.52810	0.337	0.446	4.465	0.228	2.749	SMC_SC3_184934	SMC125.1.37312	SMC720.21.20844	-99.99	
OGLE-SMC-CEP-0741	F	11.330790	-73.225222	16.701	17.335	0.634	1.9349335	0.0000036	6001.45139	0.472	0.455	4.563	0.254	2.860	SMC_SC3_202913	SMC125.3.58622	SMC720.29.35056	-99.99	
OGLE-SMC-CEP-0742	F	11.332875	-73.565417	16.866	17.509	0.643	1.6175124	0.0000023	6000.28462	0.585	0.478	4.217	0.350	2.323	SMC_SC3_178269	SMC125.1.14684	SMC720.21.21072	-99.99	
OGLE-SMC-CEP-0743	12	11.334795	-74.187083	17.301	17.852	0.551	0.7422923	0.0000013	6000.25790	0.236	0.236	3.864	0.095	1.622	-99.99	SMC128.1.9152	SMC720.04.9291	-99.99	
OGLE-SMC-CEP-0744	1	11.336040	-72.645722	16.997	17.515	0.518	0.8597572	0.0000012	6000.61358	0.356	0.295	4.159	0.088	2.137	-99.99	SMC126.3.13074	SMC719.15.19700	-99.99	
